dt,feedback_text_en
2019-04-29,That you will always be reminded when the desired size is available again. xxx!
2019-04-05,"Hello dear xxx, Unfortunately this order did not credit the amount of 49,95 € for any return of the Abercrombie &amp; Fitch xxxxx 3 pack to my bank account. In the order summary, I can only recognize that the item has been sent back. A refund has not yet been made. I had originally transferred the full amount of the bill. Can you please check the process. Thanks in advance. Sincerely, xxx"
2019-04-18,Your reminder. The above article was returned to the xxx Partner on 30.03.xxxx with the return label enclosed in the package. The transmission number is xxxxxxxxxxxxx. Request for a new examination. xxx
2019-04-10,"Ladies and Gentlemen, In the above order, which contains some of the items from the xxx partner Next, the delivery was missing: a) the invoice, b) the delivery note and c) the return note. I would like to send back all items (three shorts). The three trousers came separately from the additionally ordered with the order shirt (directly xxx). I would like to keep this. With this order all necessary documents were there. Could I use the return label from this order for the three pants I do not want to keep? Or send me a return label by mail? I would like to give up the articles promptly at the post office or Hermes. In addition, I would like to complain about the packaging size. A return in the delivered packaging is almost impossible. Thanks in advance, best regards Reik- xxx"
2019-03-28,"Hello, I have sent you back the above mentioned article and according to the DHL consignment tracking this is also received with you. Lt. However, your customer portal has not yet been received. Please edit the process in a timely manner and refund my payment. The shoe you delivered is broken (seam on the sole of the right shoe / inside) is damaged / torn. Greetings xxx"
2019-04-13,The package of her partner Urban Classic is not a return label. To which address do I have to send the items back?
2019-04-09,"Hello, I still see an open amount. However, I have already returned the dress in a timely manner. Not that you are in trouble soon. Yours sincerely"
2019-03-17,"Dear team, unfortunately I am very dissatisfied with the above dress: after the first wash at 30 degrees (according to washing instructions of the manufacturer), the dress has completely lost color, is convincing with a gray haze and francs in several places or the seams go on , Have also taken corresponding photos, which I would like to send you. That&#39;s a really bad quality. I therefore ask you to take the dress back and refund the amount. Thanks in advance, xxx"
2019-03-27,Lt. My user account was apparently the above pink dress in the bill? I have returned this dress and already sent the post by e-mail. The return was a long procedure because it was sent through a xxx partner and there was no return label in the package. It took a long time until I received this return sticker and the dress could finally return! Request for immediate opinion because I already have this order. settled. xxx xxx
2019-03-27,2 things (sunglasses) have sent back. And I have the amount 33.95 on 11.03.19 already transferred. I have no open amount. Thank you
2019-04-01,The delivery 2 did not arrive with me and also not on-line traceable. Something seems to be wrong. Best regards xxx
2019-04-30,Quick and easy
2019-03-17,"Hello, here comes my second try, I need a return slip to eleven teamsports and xxxxx to Outfitter. xxx"
2019-04-09,"Dear xxx Team, The list of items I have sent back is incorrect. The following article is missing: Palmers Ornamental Bra BH- black (85D) (xxxxxxxxl-xxxxxxxxxx). I have sent this back and marked as sent back. Since the article was also too small for me, I ordered it with a new order (xxx) larger in a number. The article from order xxx is definitely not with me. Therefore I will not pay the still &quot;open&quot; amount. Sincerely, xxx"
2019-03-17,"Good morning dear xxx, Unfortunately, my shoelaces are already broken with my brand new xxxxx shoes. One on Tuesday, the other this morning. This is really a pity, because the shoes are very nice and sit great. Is it possible to create a shipment with 1 pair of shoelaces for me? I would like to keep the shoes. Thanks in advance Kind regards xxx"
2019-03-28,"Dear Ladies and Gentlemen, regarding the order listed above, I have received a reminder. Except the Esprit sandal in Gr. 39 Esprit (Article No.:xxxxxxxxx-A11) I have sent back all the articles. The sandal I paid on 27.02.xxxx paid. I therefore ask for review and re-notification of any outstanding amounts. Sincerely, xxx"
2019-04-05,I would like to send you some photos of the program! The condition of the delivered package by the shipping partner Hermes was xxxxxxxophal.
2019-04-01,"Hello dear team, my daughter has the coat 2 times and the second time went the zipper broken and pinched the fabric quickly. Very difficult with the thin fabric and very tedious. Unfortunately, I would like to send the coat back from my daughter and then order something else. For me it is not so bad with the heavy weight, as for my daughter. xxx why I ordered it in pink for me. :-) Ask for your feedback, as I proceed in the complaint. Thank you xxx"
2019-03-27,Here I should receive an invoice by email. This has not yet been received
2019-03-22,Return label for the return of the article xxx to xxx Partner Good brands missing
2019-04-09,"Hello, in the above article, the elastic has already solved. Now the shoe sits loosely and also looks very ugly. May also send a photo of the defect."
2019-03-17,"Dear Ladies and Gentlemen, Unfortunately I have not received any credit for this return until today. I ask for speedy processing. Best regards, xxx"
2019-03-27,The products from Next were sent back to me because a wrong sticker with was delivered. I need a new return note xxx
2019-04-02,Have all 3 shoes sent back and asked for 1 pair to pay please help Mfg
2019-04-15,"Dear Sir, I have ordered this shoe from Nike and worn it now, where it became more beautiful. Unfortunately, he is torn on the right shoe after a week. The material is torn on the shaft and shortly below, so that I no longer want to wear the shoe now, because I think that then it is no longer useful. It is a pity that a brand shoe tears after a short time without which I would have favored. Is it possible to return this shoe? I would be grateful for a positive response. Sincerely, xxx"
2019-03-17,"Hello, Pos.3 of my order is not reduced? There is 30%, but it is not deducted, thank you and lG xxx"
2019-05-06,"The shoe not only looks great, it is also super comfortable"
2019-03-27,"Dear Ladies and Gentlemen, The ordered T-shirt threads are not sewn properly at the neck. Here would be embroidered with black thread on the white round neck. I would like to keep the shirt though. I ask for such a complaint Thank you very much xxx"
2019-03-26,"I have received the article xxx in no separate package, but with the entire order in common! However, I would like to return this article and now a xxx partner is indicated at &quot;Send article back&quot;! Ask for your info on how to return this item! Thanks, mfg"
2019-03-17,"Hello, With my order, no return label was attached, can you send me one? Best regards xxx"
2019-04-18,"Dear Ladies and Gentlemen, As the Sport T-shirt from xxx already had several runs on arrival, I would like to claim a price reduction. I am happy to send you pictures of the defect. Sincerely, xxx"
2019-04-25,"Good day, the rubber boots order 3 weeks ago and the inner lining dissolves on that can not be. Siche Photos .Mfg Spittkau"
2019-03-17,"Dear Sir or Madam, With the above code I have received the item &quot;Tommy Hilfiger Business Computer Bag&quot; from your partner. Unfortunately, the shipment is no return slip. Can you send me this? Thank you for your help and best regards. xxx"
2019-04-09,"Have some items in the package with the order no. xxx sent back, but an article was not well written despite the return. xxx xxxxxxxxx 3 PACK - Panties - gray / black / white"
2019-03-17,"Hello, I sent the two pants back to you about 10 days ago and have not received a credit. Could you please check this. Has my returned goods arrived in the meantime? xxx"
2019-03-19,"Hello, in the above article, the zipper of the main compartment is broken. Can you please send me a replacement? I will gladly send you photos or the article back. Many Thanks."
2019-04-01,"Today I received my goods and had to notice on a sweater that there are stains on it, I like to send a photo. xxx"
2019-04-12,"Ladies and Gentlemen, On Friday, 12.04.xxxxx I received an e-mail from you that the invoice amount for the two Cardigans is still outstanding (see email below). However, I have already transferred the invoice amount. The package with the two cardigans arrived with me, along with another cardigan I had ordered the same day. In the package was only an invoice for the three cardigans. The total amount of xxxx35 € (3x38.45 €) has already been paid (see e-mail attached). Also, no balance has been automatically transferred back to my account until today, as described in the e-mail. xxx I assumed that the amount for the two Cardigans in the amount of € 76.90 is also already paid. For this reason, I would like to ask you for an answer on how to proceed. Transfer the overpaid balance of € 76.90 back to my account so that I can settle the bill from the email below, or you can internally repost / divide the total amount of xxxx35 € so that you do not pay me You have to transfer the amount back and I do not have to make another transfer? Sincerely, xxx"
2019-03-19,"Affects the order numbers xxx from 20.2.xxxx and xxx from 25.2.xxxx Dear Ladies and Gentlemen, Today I received your first reminder. Obviously there is a misunderstanding here or maybe I have made a mistake. I originally had the Dr. xxx lace boot in size 36 and have for this order three vouchers in the amount of Euro 75, - entered as a payment. Unfortunately, the shoes were too small and they were returned by me. Then you - after the shoe has reached you - you have the Euro 75, - credited to my account. With order from 23.2.xxxx I ordered the same shoe in size 37, which fits. On 4.3.xxxx I have the amount of Euro 79.95 with online banking to you, after the credit of Euro 75, - you still credited and thus for me the total amount of Euro xxxx95 is paid. I would ask you politely for review, as I have paid in sum the Euro xxxx95 with the credits and the first unsuitable shoes have arrived at you. With the request for a short reply I remain with best regards xxx and xxx xxx DISCOUNT Hello xxx, we were pleased about your order on xxx, 23.02.xxxx and can understand it, of course, if one overlooks an invoice or simply forgets. Therefore we would like to remind you to pay the outstanding amount of 75,00 €. You have returned items? Please allow us up to 14 days to process your return and refund the purchase amount. You will receive a confirmation by e-mail. More details can be found on our help page for refund. You have already received a confirmation of your return or payment? In this case, our letter overlapped with the confirmation. Please consider this letter as meaningless. Invoice amount xxxx95 € Open invoice amount 75,00 € Payment due by Wed, 27.03.xxxx 75,00 € Please direct the transfer to the following account and give your order number xxx as intended: Payee: xxx SE IBAN: xxx: xxxxxxxx Bank: Commerzbank AG Reference: xxx Please note that the order number is to be used as the intended purpose and always to be transferred separately for different orders. Please note: Should there be another late payment from your side and we can not register for payment within the next 7 days or a corresponding return, we reserve the right to charge you an additional fee of 5.00 € in the next reminder xxx. Order number xxx Order date xxx, 23.02.xxxx Your xxx article Dr. med. xxx xxxx95 € xxx Ankle Boot - black Size: 37 Back: 1 Payment Invoice Subtotal xxxx95 € Shipping Free Total including tax xxxx95 € xxx and see you soon Your xxx Team Questions &amp; Answers • Payment reminder • Payment by invoice • • Help &amp; Contact us • Our advantages Free shipping Free return shipping 30 days return find inspiration Just shop About xxx, xxx. 1, xxxxx Berlin, Germany Board: xxx, xxx, xxx Chairman of the Supervisory Board: xxx Registered with the district court xxx, HRB xxxxxx B VAT ID: xxx, Tax number: 37 / xxxxxxxxx All prices include VAT. The offer is only valid while stocks last. Price changes are possible at any time. Responsible for own content of xxx SE acc. § 55 RStV: xxx This is an automatic e-mail. Please do not answer, as your message will not reach us in this way."
2019-03-17,"Dear xxx Team, Unfortunately, the ordered item has been delivered dirty. It was already on the first look at the trousers stains (right trouser leg) on it. Since I had to order the article for the second time because of a wrongly delivered size, I find it quite disappointing and would now like to complain. Best regards xxx"
2019-04-04,"xxx, I got a reminder for an article I did not receive. I had no notification from the post office in the mailbox. Maybe the order has been lost in this way. Thank you for your feedback. Shipped by: DHL Shipment number: xxxxxxxxxxxxxxxxxxxx Payment status: Waiting for payment on Delivery status: Shipment was despatched (xxx, 19.02.xxxx 20:23)"
2019-04-23,"Hello dear xxx team, the first time I tried on my new pants, I unfortunately had to notice that the zipper from about the middle is stuck and can not close decent. I look forward to receiving your feedback soon. Thank you! xxx"
2019-03-17,"Hello dear customer service, I have questions about several returned orders where the refund is still pending. The first order would be the xxxxxxxxxx. The second would be the xxx and the third would be the xxx. These were all paid by me on 11.02 and the returns are already confirmed by you but the refund is still pending. Thank you in advance, xxx"
2019-04-18,"I recently placed an order with you with the order number: xxx. I had ordered a total of 5 pairs of shoes, but arrived only 4. The article xxx has unfortunately been completely missing. The other items were returned except for one. And I just wanted to let you know that I only paid you the 21.95 € for this one article. This was my e-mail from 2 weeks ago, to which I unfortunately never received an answer. I have just received a reminder from you for exactly the product that was missing in my package. I hope you can help me with my request. Sincerely, xxx"
2019-04-01,"Hello I would like to send back some shoes, but I can not select the items or I see only the chain (and I want to keep this, among other things). Can you fix that? Best regards xxx"
2019-03-17,"Dear ladies and gentlemen. Unfortunately I have to inform you that I am very disappointed in their customer service. Once you get stongly answer by other person instead of being able to clarify the issue with a person. Furthermore, I was informed that a reminder was paused and you would contact me. No one has reported and today I get a second reminder with fee. I think that&#39;s an impudence, not only to inform me darniner but to send a reminder immediately! I have returned all the articles. I have also told you that the number on the proof of receipt is no longer visible, since even a time has passed. I can not imagine that there is no further possibility for you and your shipping partner mango to find the package. I used the enclosed return label. This was scanned in the dhl shop and mango would have to information available. Surely the shipment number of the delivery for the parcel will help you: xxxxxxxxxxxx With this number you can certainly find out the return number. I always liked to order from you and always paid and it would be a shame if I would not buy from them anymore and could not recommend them. A good customer service is a must! I hope you can help me and are also trying. Sincerely, xxx"
2019-03-17,"Hello, just found out in the chat that a position from my order for reasons unknown to me was canceled and I should order the item again. However, the same article now costs almost 30 euros more, with my order he was reduced. Is there a way to order the item at the previous price? Thanks and regards, xxx"
2019-04-09,"I would like to send this package back. The problem is I have lost the etiquette for the return. On xxx itself, I can not print an Eitekette because there are no items listed when returning. I would like to get a return label. Best regards xxx"
2019-04-18,"Hello, Can you tell me why none of the orders have been delivered? Have as always delivered to the packing station, the data is also correct, everything was paid. Can I just order it again? Many Thanks"
2019-04-19,"I have just read that the delivery is still delayed by 1 - 2 days and wanted to ask you to send at least some of the 4 packages as soon as possible, since birthday gifts are included for my daughter, which I absolutely need on Saturday morning, 16 March , Many Thanks!!! xxx"
2019-04-18,xxx xxx xxx xxxx xxxxxxxx
2019-04-08,"Hello, I sent these products back a week ago but I got it back the day before yesterday because something was wrong. Yesterday I sent it back"
2019-05-03,Everything went smoothly. The delivery came quickly and was lovingly packed.
2019-04-01,Shortly after my order the jacket was reduced. Can I get the reduced price?
2019-03-17,"I do not know why, but I was informed by mail that the Reebok shoes were sent back. The shoes never arrived at my place 🤷🏻♂️"
2019-03-27,"Hello, I have received a payment reminder from you, which item is concerned. The order has completely gone back because I could not pick it up from the post office. Love xxx"
2019-04-10,"og Order no. xxx was sent back on April 10th, 1919 together with Bestell.-Nr.:xxx via DHL Returns xxxxxxxxxxxx and returned to you on the 11.04.xxxx according to the shipment tracking. For these two order no. xxx and xxx have also been requested return shipping slips and sent along with the return! For the order no .: xxx according to the system the item is still open, but this has already been paid in full (see also your e-mail of 12.04.19)! Order no :. xxx has not been returned but has been paid. So there is no amount left, I would be very happy about a speedy correction. Customer service was today 13.04.19 tel. notified. Many Thanks"
2019-04-30,"I&#39;m completely satisfied, no improvement needed"
2019-04-09,"Hello, I would like to return an article but have not received a return sticker in the separate package from next. Thanks and greetings xxx"
2019-03-17,"Dear Ladies and Gentlemen Unfortunately, I missed the appointment to make returns within 30 days. My order consists of 3 deliveries, one of which is from adidas. My question now is, is there any way to return the adidas products even though the 30 days are over? Thank you for a quick reply. Many thanks and best regards xxx"
2019-03-19,"Hello dear xxx team, I have a problem with the above pants. I have worn the trousers about 10 times and now it dissolves in the crotch at the seam. There is already a small hole in the crotch and the entire area around the zipper, the light shines through because the pants seem to be so worn out, that may wear after 10 times but not be? The pants fit perfectly and are nowhere too tight, so they can not be torn or stretched. I can not explain how the material can easily wear out so quickly. Of course, I will send you photos as proof on request. Greetings, xxx"
2019-03-21,I have always ordered and paid by RG now I have to prepay ??? Have xxxxxxen already canceled order because time and delivery Delay ..
2019-03-17,"Dear ladies and gentlemen, Is it possible to receive the goods with invoice as before? I am looking forward to your feedback. Sincerely, xxx"
2019-04-09,The reminder fees are still open
2019-05-01,the selection
2019-03-20,"Good day I paid with advance payment the bill on 7.3.xxxxx nevertheless you have my order canceled. Something went wrong. Please send me the 2 articles that I have already paid within the period of 3 days. See your email from 6.3. Yours sincerely, xxx"
2019-03-20,"The item has a glue stain on the front. Should I get a discount, I would keep the item. I ask for message."
2019-03-31,"Hello I wanted to return the items from the last order since last week. Unfortunately, it was not possible for me to click on the items from Blue Tomato&#39;s shipping section. In any case, in addition to the selected items even the Bigger jacket of the blue tomato shipping there. I keep the billabong m jacket. The xxxx95 Fri I have already transferred. Could you change this? Yours sincerely, xxx"
2019-03-21,"Hello, I would like to return the shoe (it was accidentally paid) but unfortunately I have no return label. Could you send me one? Sincerely, xxx"
2019-04-05,"Dear xxx Team, On Monday my package should have been delivered to a neighbor at 10:48 am - at least that is what the consignment tracking says. Unfortunately, I had no parcel slip in the mailbox so I do not know to date, which neighbor could have accepted my package. I have already posted a notice in the house flight, so no one has contacted me so far. A package has never been lost and the neighborhood is really impeccable. What can I do now? Thank you, xxx"
2019-04-25,"Good day, the article (turquoise Adidas sneaker) has become cheaper shortly after the order. Can I get the cheaper price now? Best regards, xxx"
2019-03-13,"Hello, Today I wanted to try on my shoes, but unfortunately they smell very strongly of chemistry or color. Since I&#39;m unsure if the smell will disappear, I would not like to pay 97 € for it. Can you grant me a discount due to the shortage? Sincerely, xxx"
2019-04-17,"Hello, could you please send me a return label? The order was nothing. What else should I settle for the return? Yours sincerely"
2019-04-02,"Dear Ladies and Gentlemen, The above article was sent to me. The pants I have already unpacked and the first time I noticed that the pants have spots and at one point (thigh) is very rubbed. This suggests that the pants may already been worn and sent back. I like to retounce the pants so that they can be examined. Unfortunately, the signs are already off, because I thought that I keep the pants and will not return. Please tell us what the next steps are. Is it possible to send me a replacement? Sincerely, xxx"
2019-03-28,Dear xxx Team I wanted to know when my order arrives because it should normally arrive on Wednesday Thank you
2019-04-08,"Dear Ladies and Gentlemen, For the article I have received a reminder, although he has already been paid. However, a payment confirmation is missing. It would be very nice of you if you would look again. The article was paid together with the order xxx. Best regards xxx"
2019-04-09,"The invoice for the order number xxx was paid on 03. 03. xxx. The amount of xxx36 euros has been transferred. The account amount of xxx19 EUR + 8,17 EUR has been transferred to another account. The overdraft on this account is 5.00 Euro. When I receive my refund, have I been waiting for a month?"
2019-04-09,"Have the shoe only since 3 weeks in use, a seam is now torn open without hanging just 3-4 cm, can gladly send a photo, the shoe is unfortunately unbenutzbar.Please order returns note for the purpose of return shipment. Thank you!"
2019-03-17,"Dear xxx Team, I only wore the article 2-3 times and then suddenly the zipper tore out when I opened it so I can not close the jacket anymore. That should not happen in my opinion, especially with a branded product. I already paid the bill for the jacket. Will the money be refunded or how long will I generally be guaranteed if my clothes break down very quickly? Sincerely, Mag. xxx"
2019-03-27,"I ordered the shoes because I found them sweet and I got another 15%. But already solves the sole from the inside. Just tried on. I would not like to send these back. Because the price would be more expensive. It would be cool if, out of goodwill, you would still come to meet me. After all, this is a high-quality brand. Greeting So. I also like to send you a picture of it"
2019-04-18,I had the dress in Gr. 36 and 38 ordered. In the box is only the dress in Gr. 38. Sincerely
2019-03-28,"Dear Ladies and Gentlemen, I bought the above article 5 days ago and yesterday I washed before the first wearing after care instructions. Unfortunately, I have now discovered that the polo shirt has a hole on the left sleeve! Bite let me know how to proceed. Sincerely, xxx Pockes"
2019-03-31,"Good afternoon Thank you for your email and the payment reminder. After careful checking, no open amount is due in my billing, since all items were definitely sent back. Even have the return slip. Please check the goods receipt again. But for my part, I see this order as completed and without outstanding amount. Thank you and best regards xxx"
2019-03-17,I have already received the second reminder from a sum that is not correct. I have already sent two emails without any answer. My last order was only the cosmetics keep the nightwear went back completely but was not booked properly. I ask you to contact me. xxx
2019-03-28,"Dear Ladies and Gentlemen, Today I have received a reminder of payment regarding this order. I canceled this order and did not receive any of the packages. Please check this process again and give me a short feedback. Thank you and best regards xxx"
2019-04-15,"Hello shoes were sent back on April 5th, I do not know why they did not arrive"
2019-04-09,Why does not the help of the order come? Are already 6 days humming.
2019-05-06,It is fine that way. Simply keep the high quality of goods and services. xxx is also a very good xxx. Thanks also for your efforts.
2019-03-27,Good day I have three shirts from an order that I can not mark on the return form for return. Probably because they are articles from other suppliers. These are the following items: - xxxxx Shirt (xxxxxxxxx-G11) - Mango Slim Fit (xxx) - Mango xxxxx (xxx) Can I easily return these items with the other returns (which I could normally mark on the form ) send back? Best regards xxx
2019-04-11,"Dear ladies and gentlemen, unfortunately we noticed when wearing the T-shirt that it has a hole in the sleeve. In my view, a thread has been solved so that the hole is created. Could you upload a picture! Shall I send you back the T-shirt? Could you please send me the t-shirt again! Many Thanks. Request for a solution. MfG H.Dufter"
2019-03-22,"Dear Ladies and Gentlemen, please send me an invoice for the following orders in PDF-form by e-mail: xxxxxxxxxxxxxx xxxxxxxxxxxxxx xxxxxxxxxxxxxx xxxxxxxxxxxxxx E-Mail Address: xxxxxxxxxxxxxxxxxxxxxxxxxxxx"
2019-04-11,Dear Sir or Madam This article (shoes from a partner company) does not appear in the return envelope. I would like to return it with the rest of the order. I would be glad if you could tell me how to proceed. Thank you very much. Best regards xxx
2019-05-06,Good choice. Fast delivery
2019-03-27,"Hello, I sent the above article back to you, because he broke after two trips. I have xxxxxxen you once written an e-mail, but get no feedback if I get a new pants sent or get the money back refunded. Greetings xxx"
2019-04-09,"Hello, your partner&#39;s (Adidas, 4 xxx) package did NOT include a return label. Please send me this as soon as possible by e-mail. Thank you in advance. Best regards xxx"
2019-03-17,"Hello. Yesterday I transferred the money for the above order, but the intended use is the number xxx. Would it be possible to assign the payment to the correct purpose? Greetings, xxx"
2019-04-17,"Dear xxx Team, In November I ordered a shopping bag from xxx as a Christmas present for my wife and it is not even 4 months ago yesterday when shopping one of the eyelets yesterday due to a material defect broken and therefore unusable. I can gladly provide photos, but I would like to ask for an exchange of the article in this context. Thanks in advance for the positive completion and best regards, xxx"
2019-03-17,"Good day, dear xxx team, to order xxx I am still the article xxx billed, although I have this on 23.02.xxxx with the DHL tracking number xxxxxxxxxxxx verifiably returned to you. Why is that please? Kind regards"
2019-03-26,"Please settle the existing balance with this order. Thank you, xxx"
2019-03-22,"Dear xxx Team, Today I received my order and unfortunately I had to create that the above order was delivered by Christ without content. It should be included xxx but the jewelry box was without content. The rest of the delivery was impeccable and in all the years I have always been very happy and something like that has never happened before. How do I behave now? It is extremely unpleasant .... xxx -"
2019-04-26,Fast delivery and great choice.
2019-04-09,"Dear ladies and gentlemen, Unfortunately, I noticed a lack of shoes. It seems that there is glue on the shoe at one point and the leather seems to be damaged in another small spot. However, I like the shoes and I would like to keep them. Is there a possibility to give me a discount? Then I could give them for cleaning for rectification. Thanks in advance. Sincerely, xxx"
2019-04-01,"Hello, I have received a package from xxx. The return form had been printed on no adhesive paper, but on one which was already printed. Could you please send me a new return sticker? Thank you for your quick feedback. Best regards xxx"
2019-03-17,Good day I need again the return documents for my order about xxx. Thank you for your efforts and kind regards xxx
2019-04-22,"Dear Ladies and Gentlemen, I also spent 4 days at sight seeing in Athens. Unfortunately, the rubber dissolves at the front. We did not do xxxxxengenden tours, but only through the city or with the hop on &amp; off bus drove. I can gladly send you a photo. Sincerely, xxx"
2019-04-01,"The package did not include a return label - but I would like to send xxx back. Please send me xxxxxend the package sticker, thank you!"
2019-04-09,"Good day, unfortunately, the t-shirt after 1xmaligen and washing a hole on the front. Unfortunately I can not upload a photo here. Please contact me for exchange. Sincerely, xxx"
2019-04-09,"Hello, I have not received the goods until today. The package was not delivered as ordered to the packing station but to a post office, I have not received any notification from DHL. Now the package is back on their way back to them. xxx too bad. I would like to cancel the order now because I do not want to wait any longer for the article."
2019-03-17,"Hello, I have received a reminder for the above order number. However, I have sent back all items from the order weeks ago. The broadcast was already on 20.2. delivered to you. At the same time I had sent in a separate package and the article from the order xxx back. Since I can no longer assign the shipments, I have the following two tracking numbers: xxx Both shipments were on 20.2. delivered to you. For the other return I have also received a confirmation from you. Greetings xxx xxx"
2019-04-17,"I would like to return the two Jumpsuits pink and yellow from the Next order, as they are unfortunately one size too small. Since I have already returned the rest of the show, I need another return label. Many Thanks! Sincerely, xxx"
2019-04-11,"Hello xxx Team, I would like to return the rain jacket DC Shoes (xxxxx xxxxxx xxxxx BOY - rain jacket / water-repellent jacket) from the above order and require a return label from the partner shop. Thanks in advance, xxx"
2019-04-11,"The order was partly paid by a voucher. The return of the article is already xxx, but the voucher has not been posted back or I get over here no info? If so, where can I see the refund?"
2019-03-30,The return slip was illegible at the post office. Please send me a new return slip. Many Thanks.
2019-03-21,"Dear xxx team, I&#39;m sorry, but I sent a previous email early. As already described in my previous mail, I have already received a third reminder from you. I should not have paid for an article or have returned it in time, but I sent it back on 12.02 with two other articles. Thus, there is no fault with me. Next you sent me a second reminder, then I called your customer service. This has told me that the article described &quot;Pinto di Blu size 42 Black&quot; has arrived at your warehouse, but this was not noted in the confirmation of return, so I received the second reminder PLUS reminder fee. Your customer service has assured me that I have nothing further to do and he takes the reminder out or marks the item as &quot;returned&quot;. Nevertheless I received a third reminder from you on 18.03.xxxx. Here are the reminder fees of € 5 of the 2nd reminder and € 5.9, which means € 10.9 in total. I am not willing to pay this fee because I have sent you my shipment in time and their service team has assured me that after my call and rectification everything is fine. I hope that I will not receive any further reminders, as they are very disturbing. Thanks in advance. If you got further questions, do not hesitate to contact me. Best regards, xxx"
2019-03-27,"Dear ladies and gentlemen, the jacket has a striking stain on the front of the chest! I did not even have to unpack her to find out. This time I am very disappointed with your service and have already returned the goods. Best regards, xxx"
2019-05-02,Payment on account
2019-03-28,"Dear xxx Team, Unfortunately I made a mistake. I sent the package back to you via DHL yesterday, but now I have left the return slip at my house and not deposited in the package. The package number of the package is: xxxxxxxxxxxx All items except the Vila xxxxx 3/4 Blazer in black S have gone back. I apologize for the circumstances and hope for clarification. Sincerely, xxx"
2019-03-17,"Dear xxx Team, I need a new return label for the article above (Down Filled Parka Next), since mine is torn. Many Thanks"
2019-03-27,"Dear Team, With my orders of 24.3.19 the discount of -15% is not calculated (smartphone app) Please edit Thank you in advance Best regards xxx"
2019-04-11,"The separate package of xxx does not include a return slip, I would like to give this back. Can you help me?"
2019-03-19,I need a return receipt for this order. This was not included in the package. Many Thanks!
2019-03-12,"Good day, since my package is quite a long xxxxxxxxs, I would like to inquire when this will be delivered. Greetings xxx"
2019-04-09,"Hello, The jacket has risen on a seam, or what should be. Here seems to be used in the production of an extremely thin leather and an even worse seam. Please inform me how to deal with the article or if you accept the complaint."
2019-04-17,"Hello, I would like to return the article. But I do not have the sticker anymore. I have requested this over 1 week in the chat and it was said it will be passed to the partner and after 2 days I get stickers for printing by mail. I have not received one yet"
2019-04-21,"Hi, Almost 3 weeks ago I ordered 2 dresses I&#39;m waiting for today. If they do not arrive in the next week, we can forget the whole order, then I do not need the clothes anymore. I had already contacted last week but received a super unhelpful answer. If nobody bothers to research what&#39;s going on in the parcel center in Bremen, we can also do it. A package that has been lying there for weeks is certainly not normal. I would be very happy about a helpful answer. Sincerely, xxx"
2019-04-09,"Hello, I would like to inform me here what happened to my order, because the order status has not changed since 5 days. Greetings xxx"
2019-03-17,"Hello, I&#39;m afraid something went wrong with part of an order. It&#39;s about the following order: Order No. xxxxxxxxxxxxxx Order Date: 6th February xxxxx Customer Number: xxxxxxxxxx Payment Status: Open Delivery Status: Delivered (2/3) i The two articles by xxx (xxx night blue, size S and M) are not for me arrived. If I look at the shipment tracking, then there is that the shipment was sent (Thu, 07.02.xxxxx and now waiting for the receipt of payment is missing but the intermediate step with &quot;Delivered.&quot; The delivery status of the total order is &quot;Delivered ( 2/3) &quot;, 2 of 3 packages have arrived, can you please tell me what happened with the two articles of xxx (3rd package)? In the invoice amount of xxxx90 € the two articles are included (79, 98 € for the two items) so I would have to pay an amount of € 56.92 I hope you can help me With best regards, xxx"
2019-03-28,My order has been in the status &#39;Order has xxx; since Monday. How long will it take before the order is shipped?
2019-04-09,The article is after the laundry (despite observance of the washing instructions) greatly reduced in size and therefore no longer useful.
2019-03-21,"Good evening! My order dated March 20 is said to have been delivered on Friday at 12:11. This is not the case. We were not home yet. I already asked the post office, but it could not help me. DHL couriers are very lazy. The last packages have just thrown them out the door. Unfortunately, the package has been lost."
2019-04-25,"Hello, I have unfortunately transferred an open amount of 20.95 euros for this order. I thought that part of the order was delivered, but it was not, but sent back. This is not bad, but I have paid the 20.95 too much, although both items were returned. I ask for quick help. Sincerely, xxx"
2019-04-17,"When ordering the sports bra from Nike I had the premium code: xxx recorded. Afterwards I remembered that I forgot to order the Nike vest. For this reason, I went back to my cart and have the vest detected. Then I went back to pay cash and the premium GS was no longer there. It then came the hint, already forgiven. Will he be credited to this order? He has a value of 20, oo €."
2019-03-26,I would like to cancel this order because I forgot to enter my discount code salestart - would like to receive my discount Thank you
2019-04-01,"Hello, as already explained in the e-mail of 25.2.19, we have wg. a price adjustment (other price in the Internet 34.95 € sh. xxx) u. 1.85 € transferred the balance of 33.10 €. We have tel. You have promised to debit the difference as this has not happened automatically. We consider the matter settled and ask them to finally clear the account. Greeting tuner"
2019-04-15,"Dear xxx team, can you please check how far the return receipt of this shipment is. I sent the package back almost 3 weeks ago. So long has the return never taken me. Many thanks for your help. xxx"
2019-04-29,The coupon &amp; the convenient payment method ... great fashion ... just shop ... thanks!
2019-03-05,"Dear ladies and gentlemen With the order no. xxx I have the dress article no. Ordered xxx. However, this was canceled because of your not available at this time. It was not delivered either. On 01.03.xxxx I ordered this again and paid for the second time. It was also delivered correctly. How can I get the amount back now? Many thanks for the reply. Best regards xxx"
